N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer
365,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-P02A-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,P02A,VER
366,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F05-PC01A-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F05,PC01A,VER
367,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC02B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC02B,VER
368,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC05B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC05B,CAF
369,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC06B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC06B,CAF
370,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F03-PC04B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F03,PC04B,VER
371,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-P11B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,P11B,GRI
372,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F03-PC01B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F03,PC01B,VER
373,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC60B-CEL,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC60B,CEL
374,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC59B-CEL,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC59B,CEL
375,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC58B-CEL,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC58B,CEL
376,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC57B-CEL,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC57B,CEL
377,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC56B-CEL,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC56B,CEL
378,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC55B-CEL,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC55B,CEL
379,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC54B-ROS,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC54B,ROS
380,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC53B-ROS,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC53B,ROS
381,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC52B-ROS,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC52B,ROS
382,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC51B-ROS,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC51B,ROS
383,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC50B-ROS,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC50B,ROS
384,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC49B-ROS,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC49B,ROS
385,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC48B-VIO,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC48B,VIO
386,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC47B-VIO,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC47B,VIO
387,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC46B-VIO,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC46B,VIO
388,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC45B-VIO,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC45B,VIO
389,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC44B-VIO,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC44B,VIO
390,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC43B-VIO,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC43B,VIO
391,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC42B-AMA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC42B,AMA
392,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC41B-AMA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC41B,AMA
393,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC40B-AMA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC40B,AMA
394,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC39B-AMA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC39B,AMA
395,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC38B-AMA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC38B,AMA
396,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC37B-AMA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC37B,AMA
397,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC36B-NEG,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC36B,NEG
398,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC35B-NEG,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC35B,NEG
399,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC34B-NEG,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC34B,NEG
400,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC33B-NEG,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC33B,NEG
401,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC32B-NEG,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC32B,NEG
402,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC31B-NEG,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC31B,NEG
403,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC30B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC30B,ROJ
404,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC29B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC29B,ROJ
405,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC28B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC28B,ROJ
406,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC27B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC27B,ROJ
407,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC26B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC26B,ROJ
408,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC11B-CAF,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC11B,CAF
409,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC10B-CAF,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC10B,CAF
410,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC09B-CAF,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC09B,CAF
411,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC08B-CAF,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC08B,CAF
412,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC07B-CAF,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC07B,CAF
413,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC06B-VER,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC06B,VER
414,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC05B-VER,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC05B,VER
415,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC04B-VER,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC04B,VER
416,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC03B-VER,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC03B,VER
417,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC02B-VER,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC02B,VER
418,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC01B-VER,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC01B,VER
419,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC25B-ROJ,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC25B,ROJ
420,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC24B-BLA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC24B,BLA
421,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC23B-BLA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC23B,BLA
422,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC22B-BLA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC22B,BLA
423,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC21B-BLA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC21B,BLA
424,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC20B-BLA,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC20B,BLA
425,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC19B-BLA,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC19B,BLA
426,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC18B-GRI,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC18B,GRI
427,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC17B-GRI,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC17B,GRI
428,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC16B-GRI,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC16B,GRI
429,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC15B-GRI,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC15B,GRI
430,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC14B-GRI,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC14B,GRI
431,GYE-Progreso (A)-Progreso (A)(A)/Progreso (A)(B)-F02-PC13B-GRI,GYE,GYE,Progreso (A),Progreso (A)(A),Progreso (A)(B),F02,PC13B,GRI
432,GYE-Progreso (A)-Progreso (A)(B)/Progreso (A)(A)-F02-PC12B-CAF,GYE,GYE,Progreso (A),Progreso (A)(B),Progreso (A)(A),F02,PC12B,CAF
433,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC11B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC11B,GRI
434,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC40B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC40B,CEL
435,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC39B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC39B,CEL
436,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC38B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC38B,CEL
437,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC37B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC37B,CEL
438,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC36B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC36B,ROS
439,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC35-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC35,ROS
440,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC34B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC34B,ROS
441,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC33-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC33,ROS
442,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC32B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC32B,VIO
443,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC31B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC31B,VIO
444,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC30B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC30B,VIO
445,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC29B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC29B,VIO
446,GYE--Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC28B-AMA,GYE,GYE,,Kennedy 1(A),,F01,PC28B,AMA
447,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC27B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC27B,AMA
448,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC26B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC26B,AMA
449,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC25B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC25B,AMA
450,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC24B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC24B,NEG
451,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC23B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC23B,NEG
452,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC22B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC22B,NEG
453,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC21B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC21B,NEG
454,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC20B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC20B,ROJ
455,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC19B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC19B,ROJ
456,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-P18B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,P18B,ROJ
457,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC17B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC17B,ROJ
458,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC16B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC16B,BLA
459,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-P15B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,P15B,BLA
460,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC14B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC14B,BLA
461,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC13B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC13B,BLA
462,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC12B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC12B,GRI
463,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC10B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC10B,GRI
464,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC09B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC09B,GRI
465,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC08B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC08B,CAF
466,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC07B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC07B,CAF
467,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC06B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC06B,CAF
468,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC05B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC05B,CAF
469,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC04B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC04B,VER
470,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC03B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC03B,VER
471,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F01-PC02B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F01,PC02B,VER
472,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F01-PC01B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F01,PC01B,VER
473,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC18B-CEL,GYE,,,,,,,
474,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC17B-CEL,GYE,,,,,,,
475,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC16A-ROS,GYE,,,,,,,
476,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC15B-VIO,GYE,,,,,,,
477,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC14B-VIO,GYE,,,,,,,
478,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC13A-AMA,GYE,,,,,,,
479,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC12A-NEG,GYE,,,,,,,
480,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC11B-ROJ,GYE,,,,,,,
481,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC10B-ROJ,GYE,,,,,,,
482,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC09B-ROJ,GYE,,,,,,,
483,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC08A-BLA,GYE,,,,,,,
484,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC07A-GRI,GYE,,,,,,,
485,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC06B-CAF,GYE,,,,,,,
486,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC05B-CAF,GYE,,,,,,,
487,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC04B-VER,GYE,,,,,,,
488,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC03B-VER,GYE,,,,,,,
489,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC02B-NAR,GYE,,,,,,,
490,GYE-Sur 1 (A)-Floresta 1 (E)/N/A-F01-PC01B-NAR,GYE,,,,,,,
491,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P10A-VIO,GYE,,,,,,,
492,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P09A-AMA,GYE,,,,,,,
493,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P08A-NEG,GYE,,,,,,,
494,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P07A-ROJ,GYE,,,,,,,
495,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P06A-BLA,GYE,,,,,,,
496,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P05A-GRI,GYE,,,,,,,
497,"GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P04A-CAF
",GYE,,,,,,,
498,"GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P03A-VER
",GYE,,,,,,,
499,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P02A-NAR,GYE,,,,,,,
500,GYE-Miraflores 1(A)-Puerto Hondo 1(E)/N/A-F03-P01A-AZU,GYE,,,,,,,
501,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC44B-ROS,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC44B,ROS
502,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC43B-ROS,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC43B,ROS
503,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC40B-VIO,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC40B,VIO
504,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC39B-VIO,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC39B,VIO
505,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC13B-VER,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC13B,VER
506,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC12B-VER,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC12B,VER
507,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC07B-BLA,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC07B,BLA
508,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC06B-BLA,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC06B,BLA
509,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC38B-VIO,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC38B,VIO
510,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC36B-GRI,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC36B,GRI
511,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC34B-GRI,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC34B,GRI
512,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC33B-GRI,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC33B,GRI
513,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC32B-AZU,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC32B,AZU
514,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC29B-AZU,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC29B,AZU
515,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC28B-NEG,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC28B,NEG
516,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC26B-NEG,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC26B,NEG
517,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC25B-NEG,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC25B,NEG
518,CUE-Bellavista (A)-San Pedro (E)(B)/San Pedro (E)(A)-F01-PC24B-CAF,CUE,CUE,Bellavista (A),San Pedro (E)(B),San Pedro (E)(A),F01,PC24B,CAF
519,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC23B-CAF,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC23B,CAF
520,CUE-Bellavista (A)-San Pedro (E)(A)/San Pedro (E)(B)-F01-PC21B-CAF,CUE,CUE,Bellavista (A),San Pedro (E)(A),San Pedro (E)(B),F01,PC21B,CAF
